indx,Company,TypeName,Inches,touchscreen,retinadisplay,resolution_width,cpu_speed,Ram,ssd,Price
1232,Dell,Notebook,15.6,0,0,1366,2,4,0,26107
1233,MSI,Gaming,15.6,0,0,1920,2.8,8,128,61219
1234,HP,Workstation,17.3,0,0,1920,2.6,8,0,154459
1235,Asus,Ultrabook,13.3,0,0,1920,0.9,8,512,38841
1236,Lenovo,Netbook,12.5,1,0,1920,2.5,16,512,87912
1237,Dell,Gaming,15.6,0,0,3840,2.8,8,128,79813
1238,Lenovo,Notebook,15.6,0,0,1920,2.5,8,0,47686
1239,Lenovo,Notebook,15.6,0,0,1366,2,4,128,22857
1240,Lenovo,Gaming,15.6,0,0,1920,2.8,16,512,63883
1241,Lenovo,Notebook,15.6,0,0,1920,2.5,8,256,74059
1242,Lenovo,Notebook,15.6,0,0,1920,2,4,0,24935
1243,Dell,Notebook,15.6,0,0,1366,2.4,6,0,24456
1244,MSI,Gaming,15.6,0,0,1920,2.6,8,128,65481
1245,Dell,Ultrabook,12.5,0,0,1366,2.3,8,256,75290
1246,Lenovo,2 in 1 Convertible,14,1,0,1920,2.3,4,128,44383
1247,HP,Notebook,14,0,0,1366,1.6,2,0,13267
1248,HP,Ultrabook,13.3,0,0,1920,2.5,8,512,104908
1249,MSI,Gaming,15.6,0,0,1920,2.7,8,0,44702
1250,Lenovo,2 in 1 Convertible,10.1,1,0,1920,1.4,4,0,29251
1251,HP,Notebook,15.6,0,0,1920,2.5,8,256,36177
1252,Acer,Notebook,15.6,0,0,1366,1.6,4,0,15398
1253,HP,Notebook,15.6,0,0,1920,1.8,16,512,61752
1254,Dell,Notebook,15.6,0,0,1366,1.6,2,0,20193
1255,Asus,Notebook,15.6,0,0,1366,1.6,4,0,19660
1256,Dell,Ultrabook,13.3,0,0,1920,2.4,8,256,73473
1257,Lenovo,Notebook,15.6,0,0,1920,2.6,8,0,47899
1258,Lenovo,Gaming,17.3,0,0,1920,2.7,16,256,146519
1259,HP,Notebook,15.6,0,0,1920,2.9,6,0,29303
1260,Lenovo,Notebook,15.6,0,0,1366,2.3,4,0,21205
1261,Razer,Ultrabook,12.5,1,0,3840,2.5,8,256,54825
1262,Dell,Notebook,15.6,0,0,1366,2.7,8,0,42943
1263,Lenovo,Notebook,15.6,0,0,1920,2.7,8,0,37776
1264,Toshiba,Ultrabook,13.3,0,0,1920,2.7,16,512,118601
1265,HP,Netbook,11.6,0,0,1366,1.6,2,0,11136
1266,Asus,Notebook,14,0,0,1920,2.4,4,256,40972
1267,Lenovo,Notebook,15.6,0,0,1920,2.5,4,0,43956
1268,Lenovo,Gaming,15.6,0,0,1920,2.6,16,512,69530
1269,Asus,Gaming,17.3,0,0,1920,2.6,8,128,69929
1270,MSI,Gaming,15.6,0,0,1920,2.6,16,128,114732
1271,Vero,Notebook,13.3,0,0,1920,1.4,4,0,10443
1272,HP,Notebook,15.6,0,0,1366,2.3,4,0,34632
